file_name,method,rank,cx,cy,score,angle,flip,scale,bucket,matched_ann_id,matched_category
301.tiff,find_and_suppress,49,2769.0,801.0,0.62269205,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,50,6387.0,2342.0,0.6217518,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,51,476.0,536.0,0.6214194,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,52,2719.0,2022.0,0.621278,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,53,4657.0,4194.0,0.620943,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,54,1793.0,4007.0,0.62010777,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,55,3448.0,4419.0,0.61993414,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,56,6287.0,4462.0,0.6189086,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,57,2217.0,3847.0,0.618902,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,58,3459.0,4540.0,0.6182844,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,59,3903.0,1359.0,0.6181716,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,60,4589.0,311.0,0.61816514,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,61,2802.0,3354.0,0.61796325,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,62,925.0,807.0,0.6178771,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,63,2896.0,1939.0,0.6172216,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,64,6135.0,3877.0,0.6156961,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,65,1953.0,1085.0,0.61543846,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,66,5547.0,1271.0,0.6152806,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,67,326.0,2237.0,0.61432546,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,68,5808.0,1756.0,0.61383206,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,69,233.0,2863.0,0.61364603,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,70,2434.0,1158.0,0.6129503,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,71,6352.0,4415.0,0.6127226,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,72,1001.0,2905.0,0.61235625,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,73,3566.0,2483.0,0.61210227,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,74,6196.0,3733.0,0.6117902,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,75,518.0,4806.0,0.6114162,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,76,5999.0,2925.0,0.61101955,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,77,2456.0,4056.0,0.6106779,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,78,895.0,1500.0,0.6106438,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,79,5551.0,3363.0,0.60997796,0.0,False,1.0,human_rejected_label,14965,2
301.tiff,find_and_suppress,80,6349.0,3790.0,0.60901725,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,81,3212.0,3128.0,0.60885584,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,82,3583.0,2692.0,0.6083185,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,83,1452.0,27.0,0.6081818,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,84,1978.0,2856.0,0.6075816,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,85,4352.0,2132.0,0.6074906,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,86,2428.0,3756.0,0.60686594,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,87,5882.0,1703.0,0.60637826,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,88,4264.0,89.0,0.6060068,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,89,252.0,633.0,0.6059518,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,90,5917.0,3483.0,0.60567427,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,91,6154.0,2481.0,0.6056325,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,92,4652.0,4689.0,0.6052475,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,93,2978.0,2475.0,0.60521656,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,94,5336.0,3151.0,0.6046611,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,95,3261.0,4321.0,0.6046428,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,96,655.0,583.0,0.6041487,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,97,100.0,948.0,0.6041142,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,98,759.0,2093.0,0.60387594,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,99,4781.0,1467.0,0.6038478,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,100,3802.0,1175.0,0.6037362,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,101,661.0,882.0,0.6037314,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,102,973.0,3425.0,0.60340524,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,103,409.0,1165.0,0.60317,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,104,4886.0,3565.0,0.6031468,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,105,2902.0,2321.0,0.6027808,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,106,3634.0,3535.0,0.6027105,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,107,5983.0,1137.0,0.60218614,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,108,4509.0,4725.0,0.60203636,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,109,942.0,483.0,0.6018233,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,110,1494.0,143.0,0.6016289,0.0,False,1.0,human_correct_label,14733,1
301.tiff,find_and_suppress,111,462.0,4357.0,0.6014634,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,112,2833.0,3912.0,0.6012275,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,113,369.0,272.0,0.6009971,0.0,False,1.0,human_correct_label,14726,1
301.tiff,find_and_suppress,114,3748.0,3083.0,0.60090595,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,115,154.0,975.0,0.6008675,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,116,758.0,2001.0,0.6000849,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,117,3490.0,848.0,0.6000541,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,118,2331.0,213.0,0.5997267,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,119,804.0,3664.0,0.59970653,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,120,1660.0,4456.0,0.59942186,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,121,1358.0,3792.0,0.59916085,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,122,6382.0,3944.0,0.5987454,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,123,4861.0,2013.0,0.59827155,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,124,5980.0,2632.0,0.5980709,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,125,6173.0,4019.0,0.5980094,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,126,6272.0,320.0,0.5977945,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,127,1186.0,1866.0,0.5976527,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,128,6208.0,187.0,0.5974724,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,129,2608.0,4024.0,0.59684575,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,130,1812.0,3748.0,0.5966802,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,131,2720.0,1986.0,0.5965311,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,132,1363.0,1870.0,0.5964168,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,133,258.0,3319.0,0.59634227,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,134,89.0,2840.0,0.5962396,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,135,4791.0,2999.0,0.59599966,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,136,1772.0,3381.0,0.59565336,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,137,6228.0,743.0,0.59555817,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,138,4501.0,3827.0,0.59537995,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,139,2733.0,2302.0,0.5952662,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,140,2226.0,2630.0,0.59510124,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,141,2706.0,629.0,0.5949363,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,142,2993.0,1665.0,0.59476995,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,143,363.0,2190.0,0.5945173,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,144,898.0,794.0,0.5937976,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,145,2909.0,4430.0,0.5937572,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,146,2010.0,2465.0,0.59305775,0.0,False,1.0,human_rejected_label,14848,2
301.tiff,find_and_suppress,147,4574.0,1908.0,0.59303474,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,148,5503.0,1510.0,0.5929474,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,149,894.0,1331.0,0.5924456,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,150,3514.0,3408.0,0.59238946,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,151,4999.0,891.0,0.592162,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,152,3816.0,1092.0,0.59199613,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,153,911.0,1290.0,0.591954,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,154,3650.0,3489.0,0.5918722,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,155,294.0,891.0,0.5918677,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,156,816.0,3935.0,0.5918481,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,157,5281.0,2378.0,0.5915735,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,158,1134.0,2731.0,0.59135574,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,159,3550.0,4220.0,0.5904766,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,160,5612.0,235.0,0.590309,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,161,3321.0,3484.0,0.5902837,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,162,5824.0,3489.0,0.5900719,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,163,4136.0,265.0,0.5899626,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,164,6189.0,3878.0,0.5899371,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,165,5882.0,2720.0,0.58966035,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,166,1113.0,1339.0,0.5888333,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,167,1876.0,4511.0,0.58881664,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,168,2611.0,3955.0,0.5887741,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,169,2342.0,4226.0,0.5886743,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,170,6071.0,3118.0,0.5884519,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,171,5052.0,2020.0,0.5882013,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,172,2969.0,1107.0,0.5880977,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,173,1667.0,2942.0,0.5880236,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,174,3577.0,2918.0,0.5879389,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,175,4078.0,3136.0,0.587439,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,176,102.0,1809.0,0.5872634,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,177,1027.0,1612.0,0.58715874,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,178,741.0,4759.0,0.58694166,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,179,780.0,1586.0,0.58689964,0.0,False,1.0,human_correct_label,14786,1
301.tiff,find_and_suppress,180,1124.0,73.0,0.5868789,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,181,5069.0,3239.0,0.5866345,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,182,6093.0,4528.0,0.5866236,0.0,False,1.0,human_rejected_label,15024,2
301.tiff,find_and_suppress,183,1877.0,3197.0,0.58593476,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,184,979.0,770.0,0.585704,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,185,1882.0,467.0,0.58513665,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,186,2691.0,3298.0,0.5849927,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,187,5124.0,1034.0,0.58466023,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,188,5038.0,985.0,0.5845924,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,189,4497.0,2638.0,0.58438295,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,190,2912.0,1205.0,0.58436537,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,191,6348.0,3919.0,0.5842593,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,192,1004.0,2419.0,0.5841431,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,193,4059.0,4005.0,0.58393216,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,194,4431.0,2105.0,0.5837651,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,195,2231.0,1115.0,0.583756,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,196,5829.0,4545.0,0.5836286,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,197,4364.0,2902.0,0.5835845,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,198,1593.0,541.0,0.58313406,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,199,244.0,1152.0,0.5829262,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,200,6360.0,3031.0,0.58292407,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,201,6348.0,298.0,0.58254856,0.0,False,1.0,human_rejected_label,14780,2
301.tiff,find_and_suppress,202,3868.0,2596.0,0.58245856,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,203,6359.0,2146.0,0.582444,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,204,2322.0,680.0,0.5823292,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,205,1977.0,1258.0,0.5823003,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,206,4870.0,3740.0,0.58229893,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,207,2476.0,2673.0,0.58215755,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,208,6287.0,2500.0,0.58190036,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,209,2123.0,1844.0,0.5818612,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,210,6055.0,1995.0,0.5813559,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,211,1010.0,4243.0,0.581227,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,212,2752.0,3580.0,0.58109033,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,213,6221.0,2930.0,0.5809758,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,214,212.0,586.0,0.5806445,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,215,215.0,1938.0,0.580553,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,216,5498.0,2147.0,0.5805199,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,217,3549.0,2656.0,0.5804226,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,218,720.0,1801.0,0.5803211,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,219,4563.0,2197.0,0.58031195,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,220,1087.0,39.0,0.5795858,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,221,1826.0,3709.0,0.5795409,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,222,6232.0,3479.0,0.5791267,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,223,5457.0,2796.0,0.5790183,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,224,805.0,2842.0,0.5786889,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,225,1146.0,2464.0,0.5786182,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,226,6381.0,3723.0,0.5785882,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,227,626.0,3243.0,0.578509,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,228,3261.0,3042.0,0.578444,0.0,False,1.0,human_correct_label,15034,1
301.tiff,find_and_suppress,229,5909.0,3115.0,0.57825184,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,230,340.0,2722.0,0.578163,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,231,2566.0,4476.0,0.57814485,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,232,3161.0,4713.0,0.5779882,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,233,1131.0,2342.0,0.57765377,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,234,4341.0,2949.0,0.5774052,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,235,1233.0,1288.0,0.577355,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,236,3704.0,4733.0,0.57682806,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,237,165.0,1120.0,0.57682776,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,238,2235.0,2551.0,0.5767948,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,239,4642.0,956.0,0.5766503,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,240,6314.0,3909.0,0.5765831,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,241,846.0,4461.0,0.5764328,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,242,3506.0,1233.0,0.5762799,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,243,5474.0,1825.0,0.5759256,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,244,4897.0,3523.0,0.57581955,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,245,1264.0,1618.0,0.57569706,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,246,3151.0,1832.0,0.57534504,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,247,1754.0,904.0,0.5752039,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,248,4054.0,2163.0,0.57479805,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,249,3389.0,3246.0,0.5745346,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,250,4945.0,3254.0,0.57438266,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,251,5178.0,938.0,0.5741395,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,252,2310.0,3171.0,0.5736528,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,253,6047.0,2483.0,0.5735705,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,254,3438.0,2355.0,0.5732755,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,255,4511.0,3305.0,0.5732309,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,256,49.0,87.0,0.5727155,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,257,1770.0,3588.0,0.5722236,0.0,False,1.0,non_human_findings,-1,0
301.tiff,find_and_suppress,258,1982.0,2764.0,0.57211024,0.0,False,1.0,non_human_findings,-1,0
